i,date,equity,fit
9312,2025-04-08,11715.8,14053.7
9313,2025-04-08,11685.8,14055.6
9314,2025-04-08,11655.8,14057.4
9315,2025-04-08,11679.2,14059.2
9316,2025-04-08,11703.2,14061.1
9317,2025-04-08,11673.2,14062.9
9318,2025-04-08,11623.2,14064.7
9319,2025-04-08,11671.2,14066.5
9320,2025-04-08,11641.2,14068.4
9321,2025-04-08,11675.0,14070.2
9322,2025-04-08,11701.2,14072.0
9323,2025-04-08,11727.2,14073.9
9324,2025-04-08,11753.8,14075.7
9325,2025-04-08,11723.8,14077.5
9326,2025-04-08,11745.8,14079.4
9327,2025-04-08,11779.2,14081.2
9328,2025-04-08,11749.2,14083.0
9329,2025-04-08,11719.2,14084.9
9330,2025-04-08,11669.2,14086.7
9331,2025-04-08,11700.2,14088.5
9332,2025-04-08,11733.8,14090.4
9333,2025-04-08,11703.8,14092.2
9334,2025-04-08,11746.0,14094.0
9335,2025-04-08,11770.8,14095.8
9336,2025-04-08,11792.8,14097.7
9337,2025-04-08,11762.8,14099.5
9338,2025-04-08,11732.8,14101.3
9339,2025-04-08,11702.8,14103.2
9340,2025-04-09,11750.2,14105.0
9341,2025-04-09,11793.8,14106.8
9342,2025-04-09,11832.0,14108.7
9343,2025-04-09,11875.8,14110.5
9344,2025-04-09,11825.8,14112.3
9345,2025-04-09,11795.8,14114.2
9346,2025-04-09,11745.8,14116.0
9347,2025-04-09,11765.8,14117.8
9348,2025-04-09,11798.2,14119.7
9349,2025-04-09,11838.2,14121.5
9350,2025-04-09,11882.8,14123.3
9351,2025-04-09,11832.8,14125.1
9352,2025-04-09,11853.8,14127.0
9353,2025-04-09,11823.8,14128.8
9354,2025-04-09,11849.5,14130.6
9355,2025-04-09,11879.0,14132.5
9356,2025-04-09,11918.8,14134.3
9357,2025-04-09,11868.8,14136.1
9358,2025-04-09,12090.5,14138.0
9359,2025-04-09,12112.5,14139.8
9360,2025-04-09,12162.2,14141.6
9361,2025-04-09,12132.2,14143.5
9362,2025-04-09,12164.8,14145.3
9363,2025-04-09,12114.8,14147.1
9364,2025-04-09,12151.0,14149.0
9365,2025-04-09,12142.0,14150.8
9366,2025-04-09,12173.8,14152.6
9367,2025-04-09,12209.5,14154.4
9368,2025-04-09,12241.0,14156.3
9369,2025-04-09,12285.5,14158.1
9370,2025-04-09,12321.0,14159.9
9371,2025-04-09,12350.2,14161.8
9372,2025-04-09,12378.2,14163.6
9373,2025-04-09,12412.8,14165.4
9374,2025-04-09,12444.0,14167.3
9375,2025-04-09,12487.8,14169.1
9376,2025-04-09,12515.2,14170.9
9377,2025-04-09,12539.0,14172.8
9378,2025-04-09,12572.2,14174.6
9379,2025-04-09,12542.2,14176.4
9380,2025-04-09,12566.8,14178.3
9381,2025-04-09,12726.8,14180.1
9382,2025-04-09,12850.5,14181.9
9383,2025-04-09,13000.5,14183.8
9384,2025-04-09,13072.0,14185.6
9385,2025-04-09,13141.5,14187.4
9386,2025-04-09,13171.0,14189.2
9387,2025-04-09,13247.8,14191.1
9388,2025-04-09,13282.2,14192.9
9389,2025-04-09,13317.5,14194.7
9390,2025-04-09,13359.8,14196.6
9391,2025-04-09,13423.5,14198.4
9392,2025-04-09,13480.2,14200.2
9393,2025-04-09,13450.2,14202.1
9394,2025-04-09,13420.2,14203.9
9395,2025-04-09,13370.2,14205.7
9396,2025-04-09,13371.8,14207.6
9397,2025-04-09,13372.0,14209.4
9398,2025-04-09,13342.0,14211.2
9399,2025-04-09,13292.0,14213.1
9400,2025-04-09,13262.0,14214.9
9401,2025-04-09,13285.0,14216.7
9402,2025-04-09,13255.0,14218.5
9403,2025-04-10,13205.0,14220.4
9404,2025-04-10,13175.0,14222.2
9405,2025-04-10,13200.8,14224.0
9406,2025-04-10,13193.0,14225.9
9407,2025-04-10,13225.8,14227.7
9408,2025-04-10,13263.2,14229.5
9409,2025-04-10,13285.8,14231.4
9410,2025-04-10,13315.2,14233.2
9411,2025-04-10,13360.0,14235.0
9412,2025-04-10,13381.2,14236.9
9413,2025-04-10,13407.5,14238.7
9414,2025-04-10,13428.5,14240.5
9415,2025-04-10,13378.5,14242.4
9416,2025-04-10,13419.8,14244.2
9417,2025-04-10,13369.8,14246.0
9418,2025-04-10,13397.5,14247.8
9419,2025-04-10,13421.5,14249.7
9420,2025-04-10,13458.5,14251.5
9421,2025-04-10,13482.0,14253.3
9422,2025-04-10,13452.0,14255.2
9423,2025-04-10,13509.8,14257.0
9424,2025-04-10,13545.2,14258.8
9425,2025-04-10,13583.8,14260.7
9426,2025-04-10,13533.8,14262.5
9427,2025-04-10,13554.8,14264.3
9428,2025-04-10,13580.2,14266.2
9429,2025-04-10,13550.2,14268.0
9430,2025-04-10,13623.2,14269.8
9431,2025-04-10,13670.2,14271.7
9432,2025-04-10,13712.2,14273.5
9433,2025-04-10,13662.2,14275.3
9434,2025-04-10,13719.2,14277.1
9435,2025-04-10,13745.0,14279.0
9436,2025-04-10,13695.0,14280.8
9437,2025-04-10,13755.0,14282.6
9438,2025-04-10,13817.8,14284.5
9439,2025-04-10,13869.8,14286.3
9440,2025-04-10,13906.0,14288.1
9441,2025-04-10,13935.0,14290.0
9442,2025-04-10,13990.2,14291.8
9443,2025-04-10,14041.2,14293.6
9444,2025-04-10,14099.0,14295.5
9445,2025-04-10,14069.0,14297.3
9446,2025-04-10,14092.5,14299.1
9447,2025-04-10,14119.0,14301.0
9448,2025-04-10,14069.0,14302.8
9449,2025-04-10,14116.5,14304.6
9450,2025-04-10,14168.8,14306.4
9451,2025-04-10,14198.2,14308.3
9452,2025-04-10,14148.2,14310.1
9453,2025-04-10,14168.8,14311.9
9454,2025-04-10,14206.0,14313.8
9455,2025-04-10,14230.2,14315.6
9456,2025-04-10,14252.8,14317.4
9457,2025-04-10,14277.5,14319.3
9458,2025-04-10,14348.0,14321.1
9459,2025-04-10,14374.2,14322.9
9460,2025-04-10,14324.2,14324.8
9461,2025-04-11,14294.2,14326.6
9462,2025-04-11,14244.2,14328.4
9463,2025-04-11,14271.5,14330.3
9464,2025-04-11,14221.5,14332.1
9465,2025-04-11,14191.5,14333.9
9466,2025-04-11,14226.2,14335.8
9467,2025-04-11,14333.5,14337.6
9468,2025-04-11,14363.2,14339.4
9469,2025-04-11,14385.2,14341.2
9470,2025-04-11,14355.2,14343.1
9471,2025-04-11,14378.8,14344.9
9472,2025-04-11,14408.5,14346.7
9473,2025-04-11,14358.5,14348.6
9474,2025-04-11,14328.5,14350.4
9475,2025-04-11,14278.5,14352.2
9476,2025-04-11,14248.5,14354.1
9477,2025-04-11,14274.2,14355.9
9478,2025-04-11,14306.2,14357.7
9479,2025-04-11,14297.0,14359.6
9480,2025-04-11,14342.2,14361.4
9481,2025-04-11,14366.8,14363.2
9482,2025-04-11,14425.8,14365.1
9483,2025-04-11,14523.5,14366.9
9484,2025-04-11,14493.5,14368.7
9485,2025-04-11,14517.2,14370.5
9486,2025-04-11,14542.0,14372.4
9487,2025-04-11,14604.0,14374.2
9488,2025-04-11,14574.0,14376.0
9489,2025-04-11,14602.0,14377.9
9490,2025-04-11,14552.0,14379.7
9491,2025-04-11,14576.2,14381.5
9492,2025-04-11,14599.2,14383.4
9493,2025-04-11,14629.0,14385.2
9494,2025-04-11,14653.8,14387.0
9495,2025-04-11,14686.8,14388.9
9496,2025-04-11,14656.8,14390.7
9497,2025-04-11,14694.0,14392.5
9498,2025-04-11,14723.8,14394.4
9499,2025-04-11,14673.8,14396.2
9500,2025-04-11,14697.5,14398.0
9501,2025-04-11,14748.0,14399.8
9502,2025-04-11,14771.0,14401.7
9503,2025-04-11,14795.8,14403.5
9504,2025-04-11,14819.2,14405.3
9505,2025-04-13,14769.2,14407.2
9506,2025-04-13,14787.0,14409.0
9507,2025-04-13,14759.0,14410.8
9508,2025-04-13,14727.5,14412.7
9509,2025-04-13,14750.8,14414.5
9510,2025-04-13,14761.5,14416.3
9511,2025-04-13,14785.2,14418.2
9512,2025-04-14,14788.2,14420.0
9513,2025-04-14,14807.5,14421.8
9514,2025-04-14,14825.8,14423.7
9515,2025-04-14,14795.8,14425.5
9516,2025-04-14,14802.2,14427.3
9517,2025-04-14,14765.5,14429.1
9518,2025-04-14,14793.2,14431.0
9519,2025-04-14,14815.8,14432.8
9520,2025-04-14,14818.5,14434.6
9521,2025-04-14,14847.5,14436.5
9522,2025-04-14,14817.5,14438.3
9523,2025-04-14,14767.5,14440.1
9524,2025-04-14,14737.5,14442.0
9525,2025-04-14,14763.0,14443.8
9526,2025-04-14,14823.5,14445.6
9527,2025-04-14,14856.5,14447.5
9528,2025-04-14,14879.0,14449.3
9529,2025-04-14,14849.0,14451.1
9530,2025-04-14,14819.0,14453.0
9531,2025-04-14,14789.0,14454.8
9532,2025-04-14,14761.2,14456.6
9533,2025-04-14,14788.0,14458.4
9534,2025-04-14,14812.0,14460.3
9535,2025-04-14,14834.5,14462.1
9536,2025-04-14,14880.0,14463.9
9537,2025-04-14,14850.0,14465.8
9538,2025-04-14,14816.5,14467.6
9539,2025-04-14,14786.5,14469.4
9540,2025-04-14,14789.8,14471.3
9541,2025-04-15,14759.8,14473.1
9542,2025-04-15,14750.0,14474.9
9543,2025-04-15,14703.0,14476.8
9544,2025-04-15,14673.0,14478.6
9545,2025-04-15,14643.0,14480.4
9546,2025-04-15,14665.5,14482.3
9547,2025-04-15,14688.8,14484.1
9548,2025-04-15,14718.8,14485.9
9549,2025-04-15,14761.2,14487.8
9550,2025-04-15,14802.8,14489.6
9551,2025-04-15,14891.5,14491.4
9552,2025-04-15,14917.8,14493.2
9553,2025-04-15,14940.0,14495.1
9554,2025-04-15,14976.8,14496.9
9555,2025-04-15,14956.8,14498.7
9556,2025-04-15,14906.8,14500.6
9557,2025-04-15,14934.0,14502.4
9558,2025-04-15,14958.2,14504.2
9559,2025-04-15,15003.0,14506.1
9560,2025-04-15,15023.8,14507.9
9561,2025-04-15,14973.8,14509.7
9562,2025-04-15,14965.2,14511.6
9563,2025-04-15,14935.2,14513.4
9564,2025-04-15,14948.2,14515.2
9565,2025-04-15,14969.0,14517.1
9566,2025-04-16,14939.0,14518.9
9567,2025-04-16,14965.5,14520.7
9568,2025-04-16,14961.8,14522.5
9569,2025-04-16,14931.8,14524.4
9570,2025-04-16,14901.8,14526.2
9571,2025-04-16,14871.8,14528.0
9572,2025-04-16,14880.5,14529.9
9573,2025-04-16,14906.8,14531.7
9574,2025-04-16,14935.8,14533.5
9575,2025-04-16,14905.8,14535.4
9576,2025-04-16,14932.8,14537.2
9577,2025-04-16,14902.8,14539.0
9578,2025-04-16,14926.0,14540.9
9579,2025-04-16,14955.5,14542.7
9580,2025-04-16,14993.0,14544.5
9581,2025-04-16,14963.0,14546.4
9582,2025-04-16,14989.8,14548.2
9583,2025-04-16,14939.8,14550.0
9584,2025-04-16,14942.2,14551.8
9585,2025-04-16,14912.2,14553.7
9586,2025-04-16,14947.5,14555.5
9587,2025-04-16,14963.8,14557.3
9588,2025-04-16,14978.0,14559.2
9589,2025-04-17,15002.5,14561.0
9590,2025-04-17,15022.2,14562.8
9591,2025-04-17,15035.5,14564.7
9592,2025-04-17,15005.5,14566.5
9593,2025-04-17,15022.2,14568.3
9594,2025-04-17,15051.2,14570.2
9595,2025-04-17,15059.0,14572.0
9596,2025-04-17,15056.0,14573.8
9597,2025-04-17,15090.8,14575.7
9598,2025-04-17,15060.8,14577.5
9599,2025-04-17,15090.0,14579.3
9600,2025-04-17,15121.0,14581.1
9601,2025-04-17,15167.0,14583.0
9602,2025-04-17,15137.0,14584.8
9603,2025-04-17,15170.5,14586.6
9604,2025-04-17,15196.0,14588.5
9605,2025-04-17,15221.2,14590.3
9606,2025-04-17,15171.2,14592.1
9607,2025-04-17,15199.8,14594.0
9608,2025-04-17,15169.8,14595.8
9609,2025-04-17,15195.5,14597.6
9610,2025-04-17,15165.5,14599.5
9611,2025-04-20,15197.0,14601.3
9612,2025-04-20,15167.0,14603.1
9613,2025-04-20,15202.0,14605.0
9614,2025-04-20,15172.0,14606.8
9615,2025-04-21,15162.5,14608.6
9616,2025-04-21,15132.5,14610.4
9617,2025-04-21,15155.5,14612.3
9618,2025-04-21,15125.5,14614.1
9619,2025-04-21,15131.0,14615.9
9620,2025-04-21,15156.0,14617.8
9621,2025-04-21,15126.0,14619.6
9622,2025-04-21,15155.8,14621.4
9623,2025-04-21,15158.0,14623.3
9624,2025-04-21,15108.0,14625.1
9625,2025-04-21,15142.2,14626.9
9626,2025-04-21,15153.5,14628.8
9627,2025-04-21,15132.0,14630.6
9628,2025-04-21,15132.5,14632.4
9629,2025-04-21,15102.5,14634.3
9630,2025-04-21,15104.2,14636.1
9631,2025-04-22,15054.2,14637.9
9632,2025-04-22,15065.8,14639.8
9633,2025-04-22,15090.5,14641.6
9634,2025-04-22,15110.8,14643.4
9635,2025-04-22,15139.2,14645.2
9636,2025-04-22,15150.2,14647.1
9637,2025-04-22,15100.2,14648.9
9638,2025-04-22,15070.2,14650.7
9639,2025-04-22,15092.8,14652.6
9640,2025-04-22,15042.8,14654.4
9641,2025-04-22,15012.8,14656.2
9642,2025-04-22,14962.8,14658.1
9643,2025-04-22,14932.8,14659.9
9644,2025-04-22,14902.8,14661.7
9645,2025-04-22,14930.0,14663.6
9646,2025-04-23,14880.0,14665.4
9647,2025-04-23,14870.5,14667.2
9648,2025-04-23,14850.8,14669.1
9649,2025-04-23,14858.2,14670.9
9650,2025-04-23,14946.0,14672.7
9651,2025-04-23,14980.2,14674.5
9652,2025-04-23,14930.2,14676.4
9653,2025-04-23,14900.2,14678.2
9654,2025-04-23,14930.8,14680.0
9655,2025-04-23,14900.8,14681.9
9656,2025-04-23,14936.8,14683.7
9657,2025-04-23,14979.5,14685.5
9658,2025-04-23,15005.2,14687.4
9659,2025-04-23,15056.5,14689.2
9660,2025-04-23,15086.8,14691.0
9661,2025-04-23,15164.8,14692.9
9662,2025-04-23,15174.2,14694.7
9663,2025-04-23,15208.0,14696.5
9664,2025-04-23,15246.5,14698.4
9665,2025-04-23,15270.0,14700.2
9666,2025-04-23,15240.0,14702.0
9667,2025-04-23,15266.8,14703.8
9668,2025-04-23,15286.8,14705.7
9669,2025-04-23,15318.2,14707.5
9670,2025-04-23,15341.8,14709.3
9671,2025-04-23,15323.0,14711.2
9672,2025-04-23,15331.2,14713.0
9673,2025-04-23,15357.8,14714.8
9674,2025-04-24,15381.0,14716.7
9675,2025-04-24,15381.5,14718.5
9676,2025-04-24,15416.0,14720.3
9677,2025-04-24,15438.8,14722.2
9678,2025-04-24,15410.5,14724.0
9679,2025-04-24,15411.5,14725.8
9680,2025-04-24,15361.5,14727.7
9681,2025-04-24,15331.5,14729.5
9682,2025-04-24,15323.0,14731.3
9683,2025-04-24,15288.2,14733.1
9684,2025-04-24,15315.2,14735.0
9685,2025-04-24,15338.8,14736.8
9686,2025-04-24,15288.8,14738.6
9687,2025-04-24,15258.8,14740.5
9688,2025-04-24,15263.5,14742.3
9689,2025-04-24,15284.5,14744.1
9690,2025-04-24,15299.5,14746.0
9691,2025-04-24,15322.2,14747.8
9692,2025-04-24,15347.0,14749.6
9693,2025-04-24,15345.8,14751.5
9694,2025-04-24,15334.2,14753.3
9695,2025-04-24,15336.0,14755.1
9696,2025-04-24,15366.5,14757.0
9697,2025-04-24,15391.5,14758.8
9698,2025-04-25,15415.8,14760.6
9699,2025-04-25,15440.0,14762.4
9700,2025-04-25,15410.0,14764.3
9701,2025-04-25,15360.0,14766.1
9702,2025-04-25,15330.0,14767.9
9703,2025-04-25,15375.2,14769.8
9704,2025-04-25,15400.8,14771.6
9705,2025-04-25,15370.8,14773.4
9706,2025-04-25,15320.8,14775.3
9707,2025-04-25,15348.2,14777.1
9708,2025-04-25,15298.2,14778.9
9709,2025-04-25,15327.2,14780.8
9710,2025-04-25,15363.0,14782.6
9711,2025-04-25,15320.0,14784.4
9712,2025-04-25,15342.2,14786.3
9713,2025-04-25,15366.2,14788.1
9714,2025-04-27,15386.0,14789.9
9715,2025-04-28,15368.8,14791.8
9716,2025-04-28,15394.8,14793.6
9717,2025-04-28,15383.2,14795.4
9718,2025-04-28,15353.2,14797.2
9719,2025-04-28,15375.5,14799.1
9720,2025-04-28,15412.0,14800.9
9721,2025-04-28,15382.0,14802.7
9722,2025-04-28,15395.2,14804.6
9723,2025-04-28,15419.0,14806.4
9724,2025-04-28,15446.5,14808.2
9725,2025-04-28,15470.5,14810.1
9726,2025-04-28,15420.5,14811.9
9727,2025-04-28,15405.2,14813.7
9728,2025-04-28,15392.8,14815.6
9729,2025-04-28,15403.2,14817.4
9730,2025-04-28,15404.5,14819.2
9731,2025-04-29,15426.5,14821.1
9732,2025-04-29,15396.5,14822.9
9733,2025-04-29,15385.5,14824.7
9734,2025-04-29,15381.0,14826.5
9735,2025-04-29,15382.8,14828.4
9736,2025-04-29,15417.0,14830.2
9737,2025-04-29,15441.8,14832.0
9738,2025-04-29,15391.8,14833.9
9739,2025-04-29,15361.8,14835.7
9740,2025-04-29,15388.8,14837.5
9741,2025-04-29,15395.5,14839.4
9742,2025-04-29,15365.5,14841.2
9743,2025-04-29,15315.5,14843.0
9744,2025-04-29,15337.8,14844.9
9745,2025-04-29,15332.2,14846.7
9746,2025-04-30,15332.8,14848.5
9747,2025-04-30,15344.5,14850.4
9748,2025-04-30,15327.0,14852.2
9749,2025-04-30,15351.0,14854.0
9750,2025-04-30,15380.5,14855.8
9751,2025-04-30,15407.0,14857.7
9752,2025-04-30,15357.0,14859.5
9753,2025-04-30,15327.0,14861.3
9754,2025-04-30,15294.0,14863.2
9755,2025-04-30,15301.5,14865.0
9756,2025-04-30,15271.5,14866.8
9757,2025-04-30,15251.8,14868.7
9758,2025-04-30,15201.8,14870.5
9759,2025-04-30,15151.8,14872.3
9760,2025-04-30,15121.8,14874.2
9761,2025-04-30,15122.0,14876.0
9762,2025-04-30,15072.0,14877.8
9763,2025-05-01,15096.8,14879.7
9764,2025-05-01,15046.8,14881.5
9765,2025-05-01,15016.8,14883.3
9766,2025-05-01,15057.8,14885.1
9767,2025-05-01,15079.0,14887.0
9768,2025-05-01,15106.5,14888.8
9769,2025-05-01,15128.5,14890.6
9770,2025-05-01,15078.5,14892.5
9771,2025-05-01,15105.8,14894.3
9772,2025-05-01,15075.8,14896.1
9773,2025-05-01,15098.2,14898.0
9774,2025-05-01,15068.2,14899.8
9775,2025-05-01,15090.2,14901.6
9776,2025-05-01,15040.2,14903.5
9777,2025-05-01,15064.0,14905.3
9778,2025-05-02,15071.0,14907.1
9779,2025-05-02,15057.8,14909.0
9780,2025-05-02,15074.0,14910.8
9781,2025-05-02,15024.0,14912.6
9782,2025-05-02,15013.5,14914.4
9783,2025-05-02,15039.5,14916.3
9784,2025-05-02,15062.5,14918.1
9785,2025-05-02,15012.5,14919.9
9786,2025-05-02,14982.5,14921.8
9787,2025-05-02,14996.0,14923.6
9788,2025-05-04,15001.8,14925.4
9789,2025-05-04,14971.8,14927.3
9790,2025-05-04,14947.8,14929.1
9791,2025-05-04,14951.5,14930.9
9792,2025-05-05,14921.5,14932.8
9793,2025-05-05,14950.2,14934.6
9794,2025-05-05,14976.0,14936.4
9795,2025-05-05,15002.0,14938.3
9796,2025-05-05,14973.5,14940.1
9797,2025-05-05,14982.5,14941.9
9798,2025-05-05,14952.5,14943.8
9799,2025-05-06,14922.5,14945.6
9800,2025-05-06,14922.8,14947.4
9801,2025-05-06,14945.5,14949.2
9802,2025-05-06,14973.8,14951.1
9803,2025-05-06,14923.8,14952.9
9804,2025-05-06,14893.8,14954.7
9805,2025-05-06,14930.8,14956.6
9806,2025-05-06,14960.5,14958.4
9807,2025-05-06,14984.5,14960.2
9808,2025-05-06,15009.0,14962.1
9809,2025-05-06,14967.5,14963.9
9810,2025-05-06,14972.2,14965.7
9811,2025-05-06,15004.8,14967.6
9812,2025-05-06,15011.0,14969.4
9813,2025-05-06,14981.0,14971.2
9814,2025-05-07,14945.0,14973.1
9815,2025-05-07,14918.5,14974.9
9816,2025-05-07,14945.8,14976.7
9817,2025-05-07,14969.5,14978.5
9818,2025-05-07,14935.0,14980.4
9819,2025-05-07,14894.2,14982.2
9820,2025-05-07,14941.0,14984.0
9821,2025-05-07,14990.2,14985.9
9822,2025-05-07,15012.5,14987.7
9823,2025-05-07,15037.8,14989.5
9824,2025-05-07,15059.8,14991.4
9825,2025-05-07,15086.2,14993.2
9826,2025-05-07,15110.2,14995.0
9827,2025-05-07,15135.5,14996.9
9828,2025-05-07,15187.5,14998.7
9829,2025-05-07,15213.5,15000.5
9830,2025-05-07,15266.8,15002.4
9831,2025-05-07,15216.8,15004.2
9832,2025-05-07,15196.0,15006.0
9833,2025-05-07,15200.2,15007.8
9834,2025-05-07,15204.5,15009.7
9835,2025-05-08,15193.5,15011.5
9836,2025-05-08,15210.8,15013.3
9837,2025-05-08,15232.0,15015.2
9838,2025-05-08,15255.2,15017.0
9839,2025-05-08,15288.2,15018.8
9840,2025-05-08,15318.0,15020.7
9841,2025-05-08,15268.0,15022.5
9842,2025-05-08,15293.8,15024.3
9843,2025-05-08,15316.5,15026.2
9844,2025-05-08,15295.8,15028.0
9845,2025-05-08,15289.8,15029.8
9846,2025-05-08,15310.0,15031.7
9847,2025-05-08,15343.5,15033.5
9848,2025-05-08,15313.5,15035.3
9849,2025-05-08,15300.5,15037.1
9850,2025-05-08,15262.5,15039.0
9851,2025-05-08,15232.5,15040.8
9852,2025-05-09,15236.5,15042.6
9853,2025-05-09,15352.5,15044.5
9854,2025-05-09,15378.8,15046.3
9855,2025-05-09,15402.2,15048.1
9856,2025-05-09,15372.2,15050.0
9857,2025-05-09,15322.2,15051.8
9858,2025-05-09,15292.2,15053.6
